X,Y,NAME,City_ID,City_X,City_Y,City_Dist
19.234089924601911,30.275317176325718,El Agheila,3265,19.20000606150,30.25702781070,3855.89750382000
19.219376986892243,30.272396651723618,El Agheila,3265,19.20000606150,30.25702781070,2525.35414039000
19.204664049182572,30.269476127121514,El Agheila,3265,19.20000606150,30.25702781070,1450.95462647000
19.189902817644725,30.266988334425484,El Agheila,3265,19.20000606150,30.25702781070,1471.23005079000
19.17490801737819,30.266593410424278,El Agheila,3265,19.20000606150,30.25702781070,2637.77087415000
19.159927634027984,30.266383515922584,El Agheila,3265,19.20000606150,30.25702781070,3993.84746469000
19.145174974133568,30.269096268406628,El Agheila,3265,19.20000606150,30.25702781070,5443.40926199000
12.770646316551524,32.79685839641656,Az Zawiyah,3258,12.71998815780,32.76041505840,6233.65805017000
12.755693126501237,32.795674290289554,Az Zawiyah,3258,12.71998815780,32.76041505840,5145.84345966000
12.741223480877153,32.792868487122519,Az Zawiyah,3258,12.71998815780,32.76041505840,4112.37362113000
12.726224070660679,32.792735471491909,Az Zawiyah,3258,12.71998815780,32.76041505840,3631.65078058000
12.711224660444207,32.792602455861314,Az Zawiyah,3258,12.71998815780,32.76041505840,3662.80353756000
12.696225250227736,32.792469440230711,Az Zawiyah,3258,12.71998815780,32.76041505840,4194.44412457000
12.681225840011262,32.792336424600101,Az Zawiyah,3258,12.71998815780,32.76041505840,5071.54810856000
12.66622642979479,32.792203408969499,Az Zawiyah,3258,12.71998815780,32.76041505840,6147.99669259000
14.302048415404212,32.64075598976428,Al Khums,3255,14.25999751650,32.66042116190,4507.84892054000
14.287560198308203,32.644069685025968,Al Khums,3255,14.25999751650,32.66042116190,3158.32368603000
14.275077710203606,32.651172289796463,Al Khums,3255,14.25999751650,32.66042116190,1747.43127707000
14.265549879966262,32.659452872333624,Al Khums,3255,14.25999751650,32.66042116190,531.82130570400
14.252019651777902,32.665499766771042,Al Khums,3255,14.25999751650,32.66042116190,936.63006970400
14.240872830391764,32.675487967388989,Al Khums,3255,14.25999751650,32.66042116190,2451.53853015000
14.238192176616833,32.688691080403729,Al Khums,3255,14.25999751650,32.66042116190,3743.23205936000
14.226315532740699,32.695487667315376,Al Khums,3255,14.25999751650,32.66042116190,5010.26590472000
7.525910389622657,4.541184501483681,Opobo,3211,7.55999304061,4.57040447888,4974.45898702000
7.524314502134384,4.553038002874702,Opobo,3211,7.55999304061,4.57040447888,4400.38415246000
7.531094797926226,4.565892329645738,Opobo,3211,7.55999304061,4.57040447888,3245.37214066000
7.542817293386731,4.575250913949918,Opobo,3211,7.55999304061,4.57040447888,1979.86368722000
7.538389595075487,4.587122521714003,Opobo,3211,7.55999304061,4.57040447888,3027.30308342000
7.528672987688625,4.59852351238252,Opobo,3211,7.55999304061,4.57040447888,4663.40968125000
7.524935697551375,4.613050475672555,Opobo,3211,7.55999304061,4.57040447888,6113.29179140000
7.53370483811098,4.60238834325733,Opobo,3211,7.55999304061,4.57040447888,4584.58895237000
7.546132664358414,4.594560008345562,Opobo,3211,7.55999304061,4.57040447888,3082.30239920000
7.549352097900501,4.585934367298352,Opobo,3211,7.55999304061,4.57040447888,2084.09200722000
7.548085431084841,4.571827324650123,Opobo,3211,7.55999304061,4.57040447888,1330.69540812000
7.539046328961645,4.5599897412916,Opobo,3211,7.55999304061,4.57040447888,2594.09430122000
